scene,split,step,psnr,ssim,lpips,ellipse_time,num_GS,mem_gb,train_runtime,eval_runtime,full_runtime,script_path,partition,gpu_num,log_out,log_err,trace,sample,project_dir,gpus,cpus,mem,time,force_overwrite,gpu_type,scenes,args,profile_output
,train,6999,,,,434.23921847343445,5614787,16.808703899383545,38m15.249s,4m33.831s,57m5.249s,/scratch/rhm4nj/gpu_arch/gsplat-fork/examples/benchmarks/custom_rubble.sh,gpu,0,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-05-04_15-19-20_FINAL_ablate_cache_prefetch_frustum_10gb/slurm_out/%x-%j.out,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-05-04_15-19-20_FINAL_ablate_cache_prefetch_frustum_10gb/slurm_err/%x-%j.err,"cuda,osrt,nvtx",cpu,/scratch/rhm4nj/gpu_arch/gsplat-fork,1,4,64G,05:00:00,true,a6000,data/rubble-colmap,--optimizer-stride 1 --vram-thresh-gb 10.0 --cache-mode lru --enable-prefetch --no-enable-frustum-culling,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-05-04_15-19-20_FINAL_ablate_cache_prefetch_frustum_10gb/results/profile_gsplat_cm-lru_ep-True_efc-False
,train,6999,,,,457.65227484703064,5645200,17.431815147399902,32m6.731s,5m39.367s,52m47.731s,/scratch/rhm4nj/gpu_arch/gsplat-fork/examples/benchmarks/custom_rubble.sh,gpu,0,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-05-04_15-19-20_FINAL_ablate_cache_prefetch_frustum_10gb/slurm_out/%x-%j.out,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-05-04_15-19-20_FINAL_ablate_cache_prefetch_frustum_10gb/slurm_err/%x-%j.err,"cuda,osrt,nvtx",cpu,/scratch/rhm4nj/gpu_arch/gsplat-fork,1,4,64G,05:00:00,true,a6000,data/rubble-colmap,--optimizer-stride 1 --vram-thresh-gb 10.0 --cache-mode lru --enable-prefetch --enable-frustum-culling,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-05-04_15-19-20_FINAL_ablate_cache_prefetch_frustum_10gb/results/profile_gsplat_cm-lru_ep-True_efc-True
,train,6999,,,,381.11230301856995,5545398,16.663991451263428,39m3.677s,4m25.955s,56m6.991s,/scratch/rhm4nj/gpu_arch/gsplat-fork/examples/benchmarks/custom_rubble.sh,gpu,0,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-05-04_15-19-20_FINAL_ablate_cache_prefetch_frustum_10gb/slurm_out/%x-%j.out,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-05-04_15-19-20_FINAL_ablate_cache_prefetch_frustum_10gb/slurm_err/%x-%j.err,"cuda,osrt,nvtx",cpu,/scratch/rhm4nj/gpu_arch/gsplat-fork,1,4,64G,05:00:00,true,a6000,data/rubble-colmap,--optimizer-stride 1 --vram-thresh-gb 10.0 --cache-mode lfu --no-enable-prefetch --no-enable-frustum-culling,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-05-04_15-19-20_FINAL_ablate_cache_prefetch_frustum_10gb/results/profile_gsplat_cm-lfu_ep-False_efc-False
,train,6999,,,,381.6440598964691,5650498,17.47421884536743,32m14.558s,5m24.279s,51m10.558s,/scratch/rhm4nj/gpu_arch/gsplat-fork/examples/benchmarks/custom_rubble.sh,gpu,0,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-05-04_15-19-20_FINAL_ablate_cache_prefetch_frustum_10gb/slurm_out/%x-%j.out,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-05-04_15-19-20_FINAL_ablate_cache_prefetch_frustum_10gb/slurm_err/%x-%j.err,"cuda,osrt,nvtx",cpu,/scratch/rhm4nj/gpu_arch/gsplat-fork,1,4,64G,05:00:00,true,a6000,data/rubble-colmap,--optimizer-stride 1 --vram-thresh-gb 10.0 --cache-mode lfu --no-enable-prefetch --enable-frustum-culling,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-05-04_15-19-20_FINAL_ablate_cache_prefetch_frustum_10gb/results/profile_gsplat_cm-lfu_ep-False_efc-True
,train,6999,,,,469.56443071365356,5633218,16.810012340545654,37m8.347s,4m52.343s,57m6.347s,/scratch/rhm4nj/gpu_arch/gsplat-fork/examples/benchmarks/custom_rubble.sh,gpu,0,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-05-04_15-19-20_FINAL_ablate_cache_prefetch_frustum_10gb/slurm_out/%x-%j.out,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-05-04_15-19-20_FINAL_ablate_cache_prefetch_frustum_10gb/slurm_err/%x-%j.err,"cuda,osrt,nvtx",cpu,/scratch/rhm4nj/gpu_arch/gsplat-fork,1,4,64G,05:00:00,true,a6000,data/rubble-colmap,--optimizer-stride 1 --vram-thresh-gb 10.0 --cache-mode lfu --enable-prefetch --no-enable-frustum-culling,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-05-04_15-19-20_FINAL_ablate_cache_prefetch_frustum_10gb/results/profile_gsplat_cm-lfu_ep-True_efc-False
,train,6999,,,,384.7594997882843,5616040,17.37829828262329,30m33.924s,4m36.045s,49m46.924s,/scratch/rhm4nj/gpu_arch/gsplat-fork/examples/benchmarks/custom_rubble.sh,gpu,0,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-05-04_15-19-20_FINAL_ablate_cache_prefetch_frustum_10gb/slurm_out/%x-%j.out,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-05-04_15-19-20_FINAL_ablate_cache_prefetch_frustum_10gb/slurm_err/%x-%j.err,"cuda,osrt,nvtx",cpu,/scratch/rhm4nj/gpu_arch/gsplat-fork,1,4,64G,05:00:00,true,a6000,data/rubble-colmap,--optimizer-stride 1 --vram-thresh-gb 10.0 --cache-mode lfu --enable-prefetch --enable-frustum-culling,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-05-04_15-19-20_FINAL_ablate_cache_prefetch_frustum_10gb/results/profile_gsplat_cm-lfu_ep-True_efc-True
,train,29999,,,,2453.3277204036713,9292874,16.62851333618164,52m3.847s,4m37.157s,70m31.189s,/scratch/rhm4nj/gpu_arch/gsplat-fork/examples/benchmarks/custom_rubble.sh,gpu,0,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-05-04_15-19-20_FINAL_ablate_cache_prefetch_frustum_10gb/slurm_out/%x-%j.out,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-05-04_15-19-20_FINAL_ablate_cache_prefetch_frustum_10gb/slurm_err/%x-%j.err,"cuda,osrt,nvtx",cpu,/scratch/rhm4nj/gpu_arch/gsplat-fork,1,4,64G,05:00:00,true,a6000,data/rubble-colmap,--optimizer-stride 1 --vram-thresh-gb 10.0 --cache-mode none --no-enable-prefetch --no-enable-frustum-culling,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-05-04_15-19-20_FINAL_ablate_cache_prefetch_frustum_10gb/results/profile_gsplat_cm-none_ep-False_efc-False
,train,29999,,,,2323.2079157829285,9387383,23.32386827468872,34m43.218s,5m35.965s,58m40.218s,/scratch/rhm4nj/gpu_arch/gsplat-fork/examples/benchmarks/custom_rubble.sh,gpu,0,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-05-04_15-19-20_FINAL_ablate_cache_prefetch_frustum_10gb/slurm_out/%x-%j.out,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-05-04_15-19-20_FINAL_ablate_cache_prefetch_frustum_10gb/slurm_err/%x-%j.err,"cuda,osrt,nvtx",cpu,/scratch/rhm4nj/gpu_arch/gsplat-fork,1,4,64G,05:00:00,true,a6000,data/rubble-colmap,--optimizer-stride 1 --vram-thresh-gb 10.0 --cache-mode none --no-enable-prefetch --enable-frustum-culling,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-05-04_15-19-20_FINAL_ablate_cache_prefetch_frustum_10gb/results/profile_gsplat_cm-none_ep-False_efc-True
,train,29999,,,,2257.2282938957214,9157369,20.44913148880005,39m17.798s,4m23.030s,56m14.119s,/scratch/rhm4nj/gpu_arch/gsplat-fork/examples/benchmarks/custom_rubble.sh,gpu,0,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-05-04_15-19-20_FINAL_ablate_cache_prefetch_frustum_10gb/slurm_out/%x-%j.out,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-05-04_15-19-20_FINAL_ablate_cache_prefetch_frustum_10gb/slurm_err/%x-%j.err,"cuda,osrt,nvtx",cpu,/scratch/rhm4nj/gpu_arch/gsplat-fork,1,4,64G,05:00:00,true,a6000,data/rubble-colmap,--optimizer-stride 1 --vram-thresh-gb 10.0 --cache-mode twoq --no-enable-prefetch --no-enable-frustum-culling,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-05-04_15-19-20_FINAL_ablate_cache_prefetch_frustum_10gb/results/profile_gsplat_cm-twoq_ep-False_efc-False
,train,29999,,,,2256.6772792339325,9470070,27.574171543121338,32m34.571s,5m30.952s,54m47.571s,/scratch/rhm4nj/gpu_arch/gsplat-fork/examples/benchmarks/custom_rubble.sh,gpu,0,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-05-04_15-19-20_FINAL_ablate_cache_prefetch_frustum_10gb/slurm_out/%x-%j.out,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-05-04_15-19-20_FINAL_ablate_cache_prefetch_frustum_10gb/slurm_err/%x-%j.err,"cuda,osrt,nvtx",cpu,/scratch/rhm4nj/gpu_arch/gsplat-fork,1,4,64G,05:00:00,true,a6000,data/rubble-colmap,--optimizer-stride 1 --vram-thresh-gb 10.0 --cache-mode twoq --no-enable-prefetch --enable-frustum-culling,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-05-04_15-19-20_FINAL_ablate_cache_prefetch_frustum_10gb/results/profile_gsplat_cm-twoq_ep-False_efc-True
