scene,split,step,psnr,ssim,lpips,ellipse_time,num_GS,mem_gb,train_runtime,eval_runtime,full_runtime,script_path,partition,gpu_num,log_out,log_err,trace,sample,project_dir,gpus,cpus,mem,time,force_overwrite,gpu_type,scenes,args,profile_output
,train,6999,,,,261.6375358104706,4697001,7.354750156402588,52m39.879s,3m58.169s,52m43.670s,/scratch/rhm4nj/gpu_arch/gsplat-fork/examples/benchmarks/custom_rubble_simple.sh,gpu,0,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-04-28_01-15-24_rubble_true_baseline/slurm_out/%x-%j.out,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-04-28_01-15-24_rubble_true_baseline/slurm_err/%x-%j.err,"cuda,osrt,nvtx",cpu,/scratch/rhm4nj/gpu_arch/gsplat-fork,1,4,64G,05:00:00,true,a6000,data/rubble-colmap,,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-04-28_01-15-24_rubble_true_baseline/results/profile_gsplat
,train,29999,,,,2193.9453361034393,9528447,13.943813800811768,52m39.879s,3m58.169s,52m43.670s,/scratch/rhm4nj/gpu_arch/gsplat-fork/examples/benchmarks/custom_rubble_simple.sh,gpu,0,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-04-28_01-15-24_rubble_true_baseline/slurm_out/%x-%j.out,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-04-28_01-15-24_rubble_true_baseline/slurm_err/%x-%j.err,"cuda,osrt,nvtx",cpu,/scratch/rhm4nj/gpu_arch/gsplat-fork,1,4,64G,05:00:00,true,a6000,data/rubble-colmap,,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-04-28_01-15-24_rubble_true_baseline/results/profile_gsplat
,val,6999,21.159040451049805,0.5915881395339966,0.5394718050956726,0.014435501325698126,4697001,,52m39.879s,3m58.169s,52m43.670s,/scratch/rhm4nj/gpu_arch/gsplat-fork/examples/benchmarks/custom_rubble_simple.sh,gpu,0,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-04-28_01-15-24_rubble_true_baseline/slurm_out/%x-%j.out,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-04-28_01-15-24_rubble_true_baseline/slurm_err/%x-%j.err,"cuda,osrt,nvtx",cpu,/scratch/rhm4nj/gpu_arch/gsplat-fork,1,4,64G,05:00:00,true,a6000,data/rubble-colmap,,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-04-28_01-15-24_rubble_true_baseline/results/profile_gsplat
,val,29999,26.47262191772461,0.8401280045509338,0.19244015216827393,0.021202966145106725,9528447,,52m39.879s,3m58.169s,52m43.670s,/scratch/rhm4nj/gpu_arch/gsplat-fork/examples/benchmarks/custom_rubble_simple.sh,gpu,0,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-04-28_01-15-24_rubble_true_baseline/slurm_out/%x-%j.out,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-04-28_01-15-24_rubble_true_baseline/slurm_err/%x-%j.err,"cuda,osrt,nvtx",cpu,/scratch/rhm4nj/gpu_arch/gsplat-fork,1,4,64G,05:00:00,true,a6000,data/rubble-colmap,,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-04-28_01-15-24_rubble_true_baseline/results/profile_gsplat
